Rk,NBA_Player,Pos,NBA_Age,NBA_Tm,NBA_G,NBA_MP,NBA_PER,NBA_TS%,NBA_3PAr,NBA_FTr,NBA_ORB%,NBA_DRB%,NBA_TRB%,NBA_AST%,NBA_STL%,NBA_BLK%,NBA_TOV%,NBA_USG%,,NBA_OWS,NBA_DWS,NBA_WS,NBA_WS/48,,NBA_OBPM,NBA_DBPM,NBA_BPM,NBA_VORP
442,Evan Turner\turneev01,SF,29,POR,47,1260,10.2,0.526,0.204,0.185,1.7,12.3,7.1,12.5,1.2,1.0,15.0,16.2,,0.3,1.2,1.5,0.057,,-2.3,0.6,-1.8,0.1
443,Myles Turner\turnemy01,C,21,IND,33,964,17.5,0.569,0.238,0.323,4.7,20.4,12.7,8.0,0.8,6.7,12.0,21.3,,1.1,1.3,2.3,0.117,,-1.2,2.1,0.9,0.7
444,Ekpe Udoh\udohek01,C,30,UTA,42,680,15.4,0.569,0.000,0.485,9.1,10.4,9.7,9.9,2.7,7.3,9.9,8.7,,1.3,1.2,2.4,0.172,,-0.6,6.1,5.4,1.3
445,Tyler Ulis\ulisty01,PG,22,PHO,48,1129,9.0,0.450,0.258,0.209,1.4,6.7,4.0,25.3,2.1,0.2,17.7,17.2,,-0.6,0.4,-0.2,-0.008,,-3.1,-2.0,-5.1,-0.9
446,Jonas Valanciunas\valanjo01,C,25,TOR,43,912,21.5,0.625,0.069,0.340,12.2,31.3,21.9,5.9,0.8,2.9,13.6,21.9,,2.3,1.6,3.9,0.206,,-0.2,0.2,0.0,0.5
447,Denzel Valentine\valende01,SG,24,CHI,49,1392,11.8,0.536,0.532,0.069,2.5,18.3,10.2,16.5,1.3,0.4,11.5,15.8,,0.9,1.1,2.0,0.070,,-0.3,0.2,-0.1,0.7
448,Fred VanVleet\vanvlfr01,PG,23,TOR,45,810,14.3,0.531,0.446,0.179,1.7,12.0,7.0,21.9,2.3,1.0,12.0,18.3,,1.1,1.1,2.1,0.126,,0.7,0.3,1.0,0.6
449,Rashad Vaughn\vaughra01,SG,21,MIL,18,165,11.6,0.553,0.688,0.125,0.7,10.2,5.5,10.6,1.2,1.6,3.8,14.6,,0.2,0.1,0.3,0.084,,0.0,-2.8,-2.9,0.0
450,Noah Vonleh\vonleno01,PF,22,POR,30,454,12.1,0.546,0.011,0.307,8.7,30.5,19.8,3.7,0.7,2.0,13.1,11.2,,0.4,0.7,1.1,0.117,,-4.0,0.9,-3.1,-0.1
451,Nikola Vucevic\vucevni01,C,27,ORL,34,1018,21.3,0.557,0.277,0.111,6.5,27.6,17.0,19.0,1.7,2.9,10.8,25.4,,1.4,1.2,2.7,0.126,,1.9,1.8,3.7,1.5
452,Dwyane Wade\wadedw01,SG,36,CLE,42,972,16.2,0.515,0.154,0.281,4.1,14.5,9.4,24.9,2.1,2.5,15.5,24.4,,0.4,0.8,1.2,0.058,,-1.6,0.3,-1.3,0.2
453,Dion Waiters\waitedi01,SG,26,MIA,30,918,10.8,0.487,0.415,0.168,1.0,8.6,4.8,20.4,1.3,0.8,13.7,25.3,,-0.7,0.8,0.0,0.002,,-2.0,-2.0,-4.0,-0.5
454,Kemba Walker\walkeke02,PG,27,CHO,45,1561,20.1,0.548,0.415,0.303,1.4,9.4,5.3,29.1,1.7,0.8,10.0,27.6,,3.2,1.6,4.8,0.147,,4.6,-1.1,3.5,2.2
455,John Wall\walljo01,PG,27,WAS,37,1269,19.4,0.511,0.245,0.367,1.7,9.8,5.7,43.4,1.9,2.9,16.0,28.8,,1.3,1.3,2.6,0.099,,1.6,0.0,1.5,1.1
456,Tyrone Wallace\wallaty01,PG,23,LAC,11,356,11.1,0.553,0.179,0.389,1.9,10.5,6.2,9.4,1.5,1.7,11.2,15.3,,0.3,0.2,0.6,0.074,,-1.5,0.3,-1.2,0.1
457,Taurean Waller-Prince\princta02,SF,23,ATL,48,1456,11.6,0.543,0.416,0.165,2.5,16.8,9.6,12.0,1.6,1.8,16.4,19.7,,-0.2,1.1,1.0,0.032,,-1.6,0.3,-1.3,0.2
458,Derrick Walton\waltode01,PG,22,MIA,14,137,10.5,0.524,0.708,0.167,0.8,9.2,5.0,15.2,1.8,1.9,7.2,9.2,,0.2,0.1,0.3,0.111,,-1.6,0.1,-1.5,0.0
459,T.J. Warren\warretj01,SF,24,PHO,46,1476,18.4,0.540,0.093,0.246,6.3,11.7,9.0,7.7,1.4,1.7,7.4,26.0,,2.0,0.7,2.7,0.087,,0.0,-1.8,-1.8,0.1
460,Briante Weber\weberbr01,PG,25,HOU,13,118,11.0,0.547,0.409,0.182,2.9,14.6,8.7,14.9,4.1,2.2,22.8,11.3,,0.1,0.2,0.3,0.112,,-2.3,3.3,1.0,0.1
461,David West\westda01,C,37,GSW,47,625,23.1,0.631,0.029,0.217,8.2,19.0,14.1,20.3,2.2,6.4,15.7,21.8,,1.5,1.2,2.6,0.203,,1.1,3.5,4.6,1.0
462,Russell Westbrook\westbru01,PG,29,OKC,48,1722,25.4,0.517,0.203,0.333,5.3,25.1,14.9,49.6,2.8,0.5,15.6,35.2,,3.4,2.9,6.3,0.176,,5.3,3.2,8.5,4.6
463,Derrick White\whitede01,PG,23,SAS,13,78,9.9,0.552,0.273,0.909,5.7,15.6,10.6,8.8,2.0,2.1,24.5,11.8,,0.0,0.1,0.1,0.087,,-3.6,2.3,-1.3,0.0
464,Okaro White\whiteok01,PF,25,MIA,6,80,9.1,0.577,0.688,0.188,4.3,11.4,7.9,3.6,0.6,1.1,5.5,10.4,,0.1,0.1,0.2,0.094,,-1.3,-1.4,-2.7,0.0
465,Isaiah Whitehead\whiteis01,PG,22,BRK,10,142,11.6,0.539,0.190,0.270,2.2,12.8,7.4,22.3,2.4,1.1,23.8,27.9,,-0.2,0.2,-0.1,-0.028,,-4.4,-0.2,-4.6,-0.1
466,Hassan Whiteside\whiteha01,C,28,MIA,30,785,24.9,0.594,0.006,0.296,12.4,39.7,26.1,5.6,1.5,5.9,12.4,24.3,,1.4,1.8,3.2,0.194,,-2.4,2.0,-0.4,0.3
467,Andrew Wiggins\wiggian01,SF,22,MIN,51,1842,13.9,0.508,0.267,0.272,3.3,10.2,6.7,7.8,1.6,1.6,8.2,23.8,,0.8,1.0,1.8,0.047,,-0.7,-1.5,-2.2,-0.1
468,Jacob Wiley\wileyja01,PF,23,BRK,5,33,8.2,0.410,0.500,0.500,6.3,29.1,17.6,8.1,1.5,0.0,0.0,6.3,,0.0,0.0,0.1,0.102,,-3.8,1.5,-2.3,0.0
469,Damien Wilkins\wilkida02,SF,38,IND,19,152,4.9,0.405,0.462,0.103,3.8,8.1,6.0,7.7,0.7,0.6,10.9,13.5,,-0.1,0.1,-0.1,-0.023,,-4.2,-2.2,-6.3,-0.2
470,C.J. Williams\willicj01,SG,27,LAC,28,544,10.2,0.549,0.414,0.097,2.0,6.7,4.4,6.4,2.2,2.0,9.6,13.3,,0.3,0.4,0.8,0.067,,-1.0,0.4,-0.6,0.2
471,Lou Williams\willilo02,SG,31,LAC,47,1516,23.0,0.609,0.442,0.377,1.7,6.9,4.3,27.9,1.7,0.6,13.1,30.0,,4.8,0.8,5.6,0.176,,6.0,-2.9,3.1,2.0
472,Marvin Williams\willima02,PF,31,CHO,47,1227,14.5,0.634,0.532,0.202,4.0,16.1,9.9,6.5,1.3,1.2,8.9,13.9,,2.4,1.3,3.7,0.146,,1.5,0.7,2.2,1.3
473,Matt Williams\willima05,SG,24,MIA,3,11,-0.6,0.417,0.833,0.000,0.0,10.4,5.2,0.0,0.0,0.0,14.3,29.0,,-0.1,0.0,0.0,-0.206,,-8.5,-8.8,-17.3,0.0
474,Troy Williams\willitr02,SF,23,HOU,4,17,-2.3,0.242,0.556,0.333,6.6,20.2,13.4,8.5,2.9,0.0,8.8,28.9,,-0.1,0.0,-0.1,-0.259,,-11.3,-2.9,-14.2,-0.1
475,D.J. Wilson\wilsodj01,PF,21,MIL,16,54,2.9,0.550,0.400,0.000,0.0,13.4,6.7,5.2,0.9,0.0,28.6,11.9,,-0.1,0.0,-0.1,-0.052,,-6.1,-2.6,-8.7,-0.1
476,Jamil Wilson\wilsoja02,SF,27,LAC,15,274,11.6,0.634,0.778,0.049,1.2,11.6,6.4,5.4,0.9,2.5,8.8,14.4,,0.4,0.2,0.6,0.100,,1.1,-1.0,0.0,0.1
477,Justise Winslow\winslju01,SF,21,MIA,34,778,10.7,0.495,0.255,0.157,4.3,21.0,12.7,13.3,1.4,1.2,13.5,14.8,,0.1,1.0,1.1,0.068,,-2.9,1.4,-1.5,0.1
478,Jeff Withey\witheje01,C,27,DAL,10,39,8.5,0.444,0.625,0.125,2.8,26.7,14.4,0.0,0.0,7.0,10.6,22.2,,-0.1,0.1,0.0,-0.053,,-8.8,-3.6,-12.4,-0.1
479,Nate Wolters\woltena01,PG,26,UTA,5,19,-2.8,0.167,0.000,0.000,5.9,6.1,6.0,7.3,0.0,0.0,0.0,14.3,,-0.1,0.0,-0.1,-0.165,,-10.3,-2.8,-13.0,-0.1
480,Brandan Wright\wrighbr03,PF,30,MEM,25,337,20.0,0.592,0.000,0.315,10.6,20.2,15.3,5.0,1.8,6.6,6.3,15.1,,0.8,0.5,1.3,0.181,,-1.2,2.6,1.3,0.3
481,Delon Wright\wrighde01,PG,25,TOR,35,754,17.3,0.596,0.321,0.308,4.2,12.2,8.3,17.5,2.5,2.1,15.0,17.2,,1.4,1.1,2.5,0.162,,1.4,1.9,3.3,1.0
482,Guerschon Yabusele\yabusgu01,PF,22,BOS,18,85,12.3,0.556,0.667,0.074,13.1,18.8,16.0,9.0,0.0,1.0,15.2,17.3,,0.1,0.1,0.2,0.127,,-0.3,-1.2,-1.5,0.0
483,James Young\youngja01,SG,22,PHI,3,29,0.0,0.372,0.889,0.444,0.0,3.6,1.9,0.0,0.0,0.0,0.0,15.8,,0.0,0.0,0.0,-0.048,,-5.1,-5.7,-10.8,-0.1
484,Joe Young\youngjo01,PG,25,IND,32,306,11.6,0.550,0.320,0.233,2.3,9.9,6.1,9.4,1.0,0.3,11.7,18.8,,0.2,0.2,0.3,0.055,,-1.9,-2.9,-4.8,-0.2
485,Nick Young\youngni01,SG,32,GSW,47,683,11.6,0.593,0.685,0.110,1.6,7.2,4.7,3.6,1.5,0.6,7.6,18.4,,0.6,0.5,1.1,0.074,,0.8,-3.4,-2.7,-0.1
486,Thaddeus Young\youngth01,PF,29,IND,49,1596,14.6,0.536,0.242,0.076,7.0,13.5,10.3,8.7,2.4,1.1,10.1,17.0,,1.5,1.7,3.2,0.097,,0.4,1.0,1.4,1.4
487,Cody Zeller\zelleco01,C,25,CHO,19,378,16.0,0.568,0.011,0.611,12.9,16.9,14.9,6.3,1.2,4.7,14.8,16.2,,0.6,0.5,1.2,0.147,,-1.2,2.6,1.3,0.3
488,Tyler Zeller\zellety01,C,28,BRK,40,686,15.5,0.584,0.111,0.253,9.4,20.1,14.7,6.8,0.6,2.2,12.3,17.8,,1.0,0.7,1.6,0.115,,-1.7,0.1,-1.7,0.1
489,Paul Zipser\zipsepa01,SF,23,CHI,40,589,3.7,0.412,0.411,0.098,1.6,16.7,8.9,7.4,1.2,1.0,16.3,15.1,,-1.2,0.5,-0.7,-0.056,,-6.6,-0.3,-6.9,-0.7
490,Ante Zizic\zizican01,C,21,CLE,12,41,13.1,0.462,0.000,0.636,14.0,26.8,20.6,3.4,0.0,6.3,12.4,17.4,,0.0,0.0,0.1,0.061,,-6.5,-0.9,-7.3,-0.1
491,Ivica Zubac\zubaciv01,C,20,LAL,13,48,1.2,0.429,0.000,0.000,6.6,15.6,11.1,2.9,0.0,0.0,26.3,16.7,,-0.1,0.0,-0.1,-0.108,,-9.9,-2.9,-12.8,-0.1
